                               1                                2                                3                                4                                5                                6                                7                                8 
                  version_number                 initial_don_mass                 initial_acc_mass              initial_period_days                         compiler                            build                 MESA_SDK_version                             date 
                      "r22.11.1"          5.0000000000000000E+000          1.0000000000000000E+000          3.6500000000000000E+003                       "gfortran"                         "12.1.0"            "x86_64-linux-22.6.1"                       "20230201" 

                               1                                2                                3                                4                                5                                6                                7                                8                                9                               10                               11                               12                               13                               14                               15                               16                               17                               18                               19                               20                               21                               22                               23                               24                               25                               26                               27                               28                               29                               30                               31 
                    model_number                              age                      period_days                binary_separation                          v_orb_1                          v_orb_2                             rl_1                             rl_2           rl_relative_overflow_1           rl_relative_overflow_2                      star_1_mass                      star_2_mass                lg_mtransfer_rate                   lg_mstar_dot_1                   lg_mstar_dot_2                 lg_system_mdot_1                 lg_system_mdot_2                   lg_wind_mdot_1                   lg_wind_mdot_2              fixed_xfer_fraction                eff_xfer_fraction                            J_orb                             Jdot                          jdot_mb                          jdot_gr                          jdot_ml                          jdot_ls                jdot_missing_wind                       extra_jdot                      donor_index                 point_mass_index 
                               5          1.3311938769089946E+004          3.6499999999999950E+003          1.8128009376838481E+003          4.1878790617160542E+000          2.0939395308580266E+001          9.4401804508062401E+002          4.5636814228786380E+002         -9.9715745217447982E-001         -9.9805267147522581E-001          5.0000000000000000E+000          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          5.2510017953314287E+053         -3.8466821378567377E+025          0.0000000000000000E+000         -3.8466821378567377E+025          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                              10          4.6436302246991843E+004          3.6499999999999950E+003          1.8128009376838481E+003          4.1878790617160542E+000          2.0939395308580266E+001          9.4401804508062401E+002          4.5636814228786380E+002         -9.9717962986195408E-001         -9.9805306266910376E-001          5.0000000000000000E+000          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          5.2510017953314287E+053         -3.8466821378567377E+025          0.0000000000000000E+000         -3.8466821378567377E+025          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                              15          1.2886031837632466E+005          3.6499999999999950E+003          1.8128009376838481E+003          4.1878790617160542E+000          2.0939395308580266E+001          9.4401804508062401E+002          4.5636814228786380E+002         -9.9719022482758635E-001         -9.9805401951563710E-001          5.0000000000000000E+000          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          5.2510017953314287E+053         -3.8466821378567377E+025          0.0000000000000000E+000         -3.8466821378567377E+025          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                              20          3.3395764619126602E+005          3.6499999999999905E+003          1.8128009376838465E+003          4.1878790617160560E+000          2.0939395308580277E+001          9.4401804508062332E+002          4.5636814228786341E+002         -9.9718963390687054E-001         -9.9805629559053055E-001          5.0000000000000000E+000          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          5.2510017953314262E+053         -3.8466821378567476E+025          0.0000000000000000E+000         -3.8466821378567476E+025          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                              25          8.4430542893974099E+005          3.6499999999999773E+003          1.8128009376838420E+003          4.1878790617160604E+000          2.0939395308580302E+001          9.4401804508062094E+002          4.5636814228786227E+002         -9.9718288718316550E-001         -9.9806097192665133E-001          5.0000000000000000E+000          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          5.2510017953314202E+053         -3.8466821378567742E+025          0.0000000000000000E+000         -3.8466821378567742E+025          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                              30          2.1142140237084259E+006          3.6499999999999441E+003          1.8128009376838313E+003          4.1878790617160728E+000          2.0939395308580362E+001          9.4401804508061537E+002          4.5636814228785960E+002         -9.9715918596265585E-001         -9.9806713611459441E-001          5.0000000000000000E+000          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          5.2510017953314049E+053         -3.8466821378568399E+025          0.0000000000000000E+000         -3.8466821378568399E+025          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                              35          5.2741529782432392E+006          3.6499999999998663E+003          1.8128009376838052E+003          4.1878790617161030E+000          2.0939395308580512E+001          9.4401804508060172E+002          4.5636814228785300E+002         -9.9710031677899214E-001         -9.9806705853367128E-001          5.0000000000000000E+000          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          5.2510017953313666E+053         -3.8466821378569993E+025          0.0000000000000000E+000         -3.8466821378569993E+025          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                              40          1.3137092277591307E+007          3.6499999999996667E+003          1.8128009376837394E+003          4.1878790617161794E+000          2.0939395308580895E+001          9.4401804508056762E+002          4.5636814228783652E+002         -9.9696737427363891E-001         -9.9805965204271729E-001          5.0000000000000000E+000          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          5.2510017953312713E+053         -3.8466821378574081E+025          0.0000000000000000E+000         -3.8466821378574081E+025          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                              45          2.4249501305750087E+007          3.6499999999993838E+003          1.8128009376836455E+003          4.1878790617162869E+000          2.0939395308581432E+001          9.4401804508051862E+002          4.5636814228781276E+002         -9.9677411140393102E-001         -9.9805424807004894E-001          5.0000000000000000E+000          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          5.2510017953311361E+053         -3.8466821378581168E+025          0.0000000000000000E+000         -3.8466821378581168E+025          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
