                               1                                2                                3                                4                                5                                6                                7                                8 
                  version_number                 initial_don_mass                 initial_acc_mass              initial_period_days                         compiler                            build                 MESA_SDK_version                             date 
                      "r22.11.1"          5.0000000000000000E+000          8.0000000000000000E+000          3.6500000000000000E+003                       "gfortran"                         "12.1.0"            "x86_64-linux-22.6.1"                       "20230131" 

                               1                                2                                3                                4                                5                                6                                7                                8                                9                               10                               11                               12                               13                               14                               15                               16                               17                               18                               19                               20                               21                               22                               23                               24                               25                               26                               27                               28                               29                               30                               31 
                    model_number                              age                      period_days                binary_separation                          v_orb_1                          v_orb_2                             rl_1                             rl_2           rl_relative_overflow_1           rl_relative_overflow_2                      star_1_mass                      star_2_mass                lg_mtransfer_rate                   lg_mstar_dot_1                   lg_mstar_dot_2                 lg_system_mdot_1                 lg_system_mdot_2                   lg_wind_mdot_1                   lg_wind_mdot_2              fixed_xfer_fraction                eff_xfer_fraction                            J_orb                             Jdot                          jdot_mb                          jdot_gr                          jdot_ml                          jdot_ls                jdot_missing_wind                       extra_jdot                      donor_index                 point_mass_index 
                               5          4.1109420491232913E+003          3.6499999999999823E+003          2.3457450999799962E+003          2.0008877127342071E+001          1.2505548204588795E+001          7.9530785238390695E+002          9.8561003649017323E+002         -9.9661147001588257E-001         -9.9647976870168764E-001          5.0000000000000000E+000          8.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          3.2463956901156996E+054         -1.4702963311032902E+027          0.0000000000000000E+000         -1.4702963311032902E+027          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                              10          1.4340281368797758E+004          3.6499999999999823E+003          2.3457450999799962E+003          2.0008877127342071E+001          1.2505548204588795E+001          7.9530785238390695E+002          9.8561003649017323E+002         -9.9662763414789834E-001         -9.9648796838175613E-001          5.0000000000000000E+000          8.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          3.2463956901156996E+054         -1.4702963311032902E+027          0.0000000000000000E+000         -1.4702963311032902E+027          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                              15          3.9794150984730120E+004          3.6499999999999823E+003          2.3457450999799962E+003          2.0008877127342071E+001          1.2505548204588795E+001          7.9530785238390695E+002          9.8561003649017323E+002         -9.9664932771454751E-001         -9.9650162920222074E-001          5.0000000000000000E+000          8.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          3.2463956901156996E+054         -1.4702963311032902E+027          0.0000000000000000E+000         -1.4702963311032902E+027          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                              20          1.0313152382744693E+005          3.6499999999999709E+003          2.3457450999799912E+003          2.0008877127342092E+001          1.2505548204588806E+001          7.9530785238390524E+002          9.8561003649017107E+002         -9.9666409953350632E-001         -9.9649968537270539E-001          5.0000000000000000E+000          8.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          3.2463956901156962E+054         -1.4702963311032985E+027          0.0000000000000000E+000         -1.4702963311032985E+027          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                              25          2.6073517541943598E+005          3.6499999999999468E+003          2.3457450999799812E+003          2.0008877127342139E+001          1.2505548204588834E+001          7.9530785238390183E+002          9.8561003649016664E+002         -9.9666465076144806E-001         -9.9648903969607971E-001          5.0000000000000000E+000          8.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          3.2463956901156894E+054         -1.4702963311033152E+027          0.0000000000000000E+000         -1.4702963311033152E+027          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                              30          6.5290349374881410E+005          3.6499999999998890E+003          2.3457450999799557E+003          2.0008877127342238E+001          1.2505548204588900E+001          7.9530785238389308E+002          9.8561003649015618E+002         -9.9665970219455302E-001         -9.9646071764227984E-001          5.0000000000000000E+000          8.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          3.2463956901156717E+054         -1.4702963311033650E+027          0.0000000000000000E+000         -1.4702963311033650E+027          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                              35          1.6287437636141721E+006          3.6499999999997331E+003          2.3457450999798893E+003          2.0008877127342526E+001          1.2505548204589079E+001          7.9530785238387068E+002          9.8561003649012832E+002         -9.9663888484322827E-001         -9.9639448923268903E-001          5.0000000000000000E+000          8.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          3.2463956901156261E+054         -1.4702963311034821E+027          0.0000000000000000E+000         -1.4702963311034821E+027          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                              40          4.0569466239255397E+006          3.6499999999993543E+003          2.3457450999797275E+003          2.0008877127343219E+001          1.2505548204589513E+001          7.9530785238381588E+002          9.8561003649006022E+002         -9.9658439688395761E-001         -9.9625101478754596E-001          5.0000000000000000E+000          8.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          3.2463956901155139E+054         -1.4702963311037809E+027          0.0000000000000000E+000         -1.4702963311037809E+027          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                              45          8.2111547293556919E+006          3.6499999999987094E+003          2.3457450999794505E+003          2.0008877127344398E+001          1.2505548204590248E+001          7.9530785238372187E+002          9.8561003648994381E+002         -9.9649770605994892E-001         -9.9600567817566432E-001          5.0000000000000000E+000          8.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          3.2463956901153219E+054         -1.4702963311043798E+027          0.0000000000000000E+000         -1.4702963311043798E+027          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                              50          1.1551046033161104E+007          3.6499999999981878E+003          2.3457450999792272E+003          2.0008877127345354E+001          1.2505548204590843E+001          7.9530785238364615E+002          9.8561003648985024E+002         -9.9643113970855512E-001         -9.9578096084982992E-001          5.0000000000000000E+000          8.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          3.2463956901151674E+054         -1.4702963311048842E+027          0.0000000000000000E+000         -1.4702963311048842E+027          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
