                               1                                2                                3                                4                                5                                6                                7                                8 
                  version_number                 initial_don_mass                 initial_acc_mass              initial_period_days                         compiler                            build                 MESA_SDK_version                             date 
                      "r22.11.1"          5.0000000000000000E+000          4.0000000000000000E+000          1.8250000000000000E+003                       "gfortran"                         "12.1.0"            "x86_64-linux-22.6.1"                       "20230201" 

                               1                                2                                3                                4                                5                                6                                7                                8                                9                               10                               11                               12                               13                               14                               15                               16                               17                               18                               19                               20                               21                               22                               23                               24                               25                               26                               27                               28                               29                               30                               31 
                    model_number                              age                      period_days                binary_separation                          v_orb_1                          v_orb_2                             rl_1                             rl_2           rl_relative_overflow_1           rl_relative_overflow_2                      star_1_mass                      star_2_mass                lg_mtransfer_rate                   lg_mstar_dot_1                   lg_mstar_dot_2                 lg_system_mdot_1                 lg_system_mdot_2                   lg_wind_mdot_1                   lg_wind_mdot_2              fixed_xfer_fraction                eff_xfer_fraction                            J_orb                             Jdot                          jdot_mb                          jdot_gr                          jdot_ml                          jdot_ls                jdot_missing_wind                       extra_jdot                      donor_index                 point_mass_index 
                               5          1.3311938769089946E+004          1.8249999999999866E+003          1.3072556867136932E+003          1.6106578072691686E+001          2.0133222590864609E+001          5.2078433931101642E+002          4.7031440352992024E+002         -9.9484735573107697E-001         -9.9493936116367854E-001          5.0000000000000000E+000          4.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          1.4563365185713851E+054         -2.3670936151181372E+027          0.0000000000000000E+000         -2.3670936151181372E+027          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                              10          4.6436302246991843E+004          1.8249999999999773E+003          1.3072556867136889E+003          1.6106578072691715E+001          2.0133222590864644E+001          5.2078433931101472E+002          4.7031440352991859E+002         -9.9488755689611508E-001         -9.9497811914588763E-001          5.0000000000000000E+000          4.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          1.4563365185713827E+054         -2.3670936151181600E+027          0.0000000000000000E+000         -2.3670936151181600E+027          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                              15          1.2886031837632466E+005          1.8249999999999545E+003          1.3072556867136780E+003          1.6106578072691782E+001          2.0133222590864730E+001          5.2078433931101051E+002          4.7031440352991467E+002         -9.9490676223312080E-001         -9.9500667271926357E-001          5.0000000000000000E+000          4.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          1.4563365185713766E+054         -2.3670936151182163E+027          0.0000000000000000E+000         -2.3670936151182163E+027          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                              20          3.3395764619126602E+005          1.8249999999998965E+003          1.3072556867136502E+003          1.6106578072691949E+001          2.0133222590864943E+001          5.2078433931099937E+002          4.7031440352990461E+002         -9.9490569107990656E-001         -9.9501222763263419E-001          5.0000000000000000E+000          4.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          1.4563365185713613E+054         -2.3670936151183653E+027          0.0000000000000000E+000         -2.3670936151183653E+027          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                              25          8.4430542893974099E+005          1.8249999999997538E+003          1.3072556867135820E+003          1.6106578072692372E+001          2.0133222590865465E+001          5.2078433931097220E+002          4.7031440352988017E+002         -9.9489346139394630E-001         -9.9501224254702136E-001          5.0000000000000000E+000          4.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          1.4563365185713234E+054         -2.3670936151187221E+027          0.0000000000000000E+000         -2.3670936151187221E+027          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                              30          2.1142140237084259E+006          1.8249999999993984E+003          1.3072556867134124E+003          1.6106578072693416E+001          2.0133222590866769E+001          5.2078433931090456E+002          4.7031440352981900E+002         -9.9485049854317875E-001         -9.9499348276165067E-001          5.0000000000000000E+000          4.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          1.4563365185712286E+054         -2.3670936151196218E+027          0.0000000000000000E+000         -2.3670936151196218E+027          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                              35          5.2741529782432392E+006          1.8249999999985116E+003          1.3072556867129888E+003          1.6106578072696024E+001          2.0133222590870030E+001          5.2078433931073585E+002          4.7031440352966666E+002         -9.9474378724738188E-001         -9.9493344101915904E-001          5.0000000000000000E+000          4.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          1.4563365185709926E+054         -2.3670936151218566E+027          0.0000000000000000E+000         -2.3670936151218566E+027          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                              40          1.3137092277591307E+007          1.8249999999963022E+003          1.3072556867119338E+003          1.6106578072702526E+001          2.0133222590878155E+001          5.2078433931031554E+002          4.7031440352928723E+002         -9.9450280434036897E-001         -9.9479053444063070E-001          5.0000000000000000E+000          4.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          1.4563365185704051E+054         -2.3670936151274292E+027          0.0000000000000000E+000         -2.3670936151274292E+027          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                              45          2.4249501305750087E+007          1.8249999999931820E+003          1.3072556867104438E+003          1.6106578072711706E+001          2.0133222590889631E+001          5.2078433930972210E+002          4.7031440352875114E+002         -9.9415247960385100E-001         -9.9459837724128719E-001          5.0000000000000000E+000          4.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          1.4563365185695752E+054         -2.3670936151370625E+027          0.0000000000000000E+000         -2.3670936151370625E+027          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
