                               1                                2                                3                                4                                5                                6                                7                                8 
                  version_number                 initial_don_mass                 initial_acc_mass              initial_period_days                         compiler                            build                 MESA_SDK_version                             date 
                      "r22.11.1"          5.0000000000000000E+000          4.0000000000000000E+000          3.6500000000000000E+002                       "gfortran"                         "12.1.0"            "x86_64-linux-22.6.1"                       "20230201" 

                               1                                2                                3                                4                                5                                6                                7                                8                                9                               10                               11                               12                               13                               14                               15                               16                               17                               18                               19                               20                               21                               22                               23                               24                               25                               26                               27                               28                               29                               30                               31 
                    model_number                              age                      period_days                binary_separation                          v_orb_1                          v_orb_2                             rl_1                             rl_2           rl_relative_overflow_1           rl_relative_overflow_2                      star_1_mass                      star_2_mass                lg_mtransfer_rate                   lg_mstar_dot_1                   lg_mstar_dot_2                 lg_system_mdot_1                 lg_system_mdot_2                   lg_wind_mdot_1                   lg_wind_mdot_2              fixed_xfer_fraction                eff_xfer_fraction                            J_orb                             Jdot                          jdot_mb                          jdot_gr                          jdot_ml                          jdot_ls                jdot_missing_wind                       extra_jdot                      donor_index                 point_mass_index 
                               5          1.3311938769089946E+004          3.6499999999994503E+002          4.4707515608730597E+002          2.7541861087574411E+001          3.4427326359468019E+001          1.7810573872553368E+002          1.6084526348233689E+002         -9.8493357675896709E-001         -9.8520260227590561E-001          5.0000000000000000E+000          4.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          8.5167076262193959E+053         -1.0119182863462408E+029          0.0000000000000000E+000         -1.0119182863462408E+029          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                              10          4.6436302246991843E+004          3.6499999999980918E+002          4.4707515608719501E+002          2.7541861087577828E+001          3.4427326359472289E+001          1.7810573872548954E+002          1.6084526348229699E+002         -9.8505112567863118E-001         -9.8531593130337880E-001          5.0000000000000000E+000          4.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          8.5167076262183393E+053         -1.0119182863469737E+029          0.0000000000000000E+000         -1.0119182863469737E+029          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                              15          1.2886031837632466E+005          3.6499999999947102E+002          4.4707515608691892E+002          2.7541861087586334E+001          3.4427326359482919E+001          1.7810573872537952E+002          1.6084526348219768E+002         -9.8510728242469547E-001         -9.8539942245841083E-001          5.0000000000000000E+000          4.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          8.5167076262157089E+053         -1.0119182863487959E+029          0.0000000000000000E+000         -1.0119182863487959E+029          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                              20          3.3395764619126602E+005          3.6499999999862882E+002          4.4707515608623123E+002          2.7541861087607518E+001          3.4427326359509401E+001          1.7810573872510557E+002          1.6084526348195027E+002         -9.8510415035367405E-001         -9.8541566512361833E-001          5.0000000000000000E+000          4.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          8.5167076262091585E+053         -1.0119182863533357E+029          0.0000000000000000E+000         -1.0119182863533357E+029          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                              25          8.4430542893974099E+005          3.6499999999653335E+002          4.4707515608452002E+002          2.7541861087660223E+001          3.4427326359575282E+001          1.7810573872442390E+002          1.6084526348133463E+002         -9.8506839053493733E-001         -9.8541570873349615E-001          5.0000000000000000E+000          4.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          8.5167076261928607E+053         -1.0119182863646324E+029          0.0000000000000000E+000         -1.0119182863646324E+029          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                              30          2.1142140237084259E+006          3.6499999999131927E+002          4.4707515608026239E+002          2.7541861087791371E+001          3.4427326359739212E+001          1.7810573872272769E+002          1.6084526347980284E+002         -9.8494276639706635E-001         -9.8536085478816915E-001          5.0000000000000000E+000          4.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          8.5167076261523058E+053         -1.0119182863927396E+029          0.0000000000000000E+000         -1.0119182863927396E+029          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                              35          5.2741529782432392E+006          3.6499999997834522E+002          4.4707515606966808E+002          2.7541861088117695E+001          3.4427326360147127E+001          1.7810573871850713E+002          1.6084526347599129E+002         -9.8463074067492473E-001         -9.8518529166774149E-001          5.0000000000000000E+000          4.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          8.5167076260513968E+053         -1.0119182864626801E+029          0.0000000000000000E+000         -1.0119182864626801E+029          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                              40          1.3137092277591307E+007          3.6499999994606191E+002          4.4707515604330627E+002          2.7541861088929704E+001          3.4427326361162130E+001          1.7810573870800511E+002          1.6084526346650705E+002         -9.8392610237925038E-001         -9.8476743029631486E-001          5.0000000000000000E+000          4.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          8.5167076258003024E+053         -1.0119182866367119E+029          0.0000000000000000E+000         -1.0119182866367119E+029          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                              45          2.4249501305750087E+007          3.6499999990043699E+002          4.4707515600605012E+002          2.7541861090077273E+001          3.4427326362596595E+001          1.7810573869316300E+002          1.6084526345310329E+002         -9.8290174663403196E-001         -9.8420555923555642E-001          5.0000000000000000E+000          4.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          8.5167076254454406E+053         -1.0119182869377656E+029          0.0000000000000000E+000         -1.0119182869377656E+029          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
